kx,ky,omega
0.17028846153846156,0.85144230769230778,2.1764282337931178
0.21894230769230771,0.85144230769230778,2.1775512997438278
0.26759615384615387,0.85144230769230778,2.1790626924843735
0.31625000000000003,0.85144230769230778,2.1810352667809458
0.36490384615384619,0.85144230769230778,2.1835576136969488
0.41355769230769235,0.85144230769230778,2.1867346863000945
0.46221153846153851,0.85144230769230778,2.1906884676520217
0.51086538461538467,0.85144230769230778,2.1955585856145698
0.55951923076923082,0.85144230769230778,2.2015027080861511
0.60817307692307698,0.85144230769230778,2.208696454324202
0.65682692307692314,0.85144230769230778,2.2173324364571245
0.7054807692307693,0.85144230769230778,2.2276179181109157
0.75413461538461546,0.85144230769230778,2.2397704872642579
0.80278846153846162,0.85144230769230778,2.2540111639728582
0.85144230769230778,0.85144230769230778,2.2705546022419916
0.90009615384615393,0.85144230769230778,2.2895965866940275
0.94875000000000009,0.85144230769230778,2.3112998601609869
-0.94875000000000009,0.90009615384615393,2.3346526762564341
-0.90009615384615393,0.90009615384615393,2.3107990353272316
-0.85144230769230778,0.90009615384615393,2.2895965866936026
-0.80278846153846162,0.90009615384615393,2.2709269459278532
-0.75413461538461546,0.90009615384615393,2.2546310130674474
-0.7054807692307693,0.90009615384615393,2.2405217950000473
-0.65682692307692314,0.90009615384615393,2.2283971953703898
-0.60817307692307698,0.90009615384615393,2.2180511598575756
-0.55951923076923082,0.90009615384615393,2.2092823628002032
-0.51086538461538467,0.90009615384615393,2.2019003125003556
-0.46221153846153851,0.90009615384615393,2.1957291926736318
-0.41355769230769235,0.90009615384615393,2.1906099483424111
-0.36490384615384619,0.90009615384615393,2.1864011401524976
-0.31625000000000003,0.90009615384615393,2.1829790143798924
-0.26759615384615387,0.90009615384615393,2.1802371284831166
-0.21894230769230771,0.90009615384615393,2.1780857691917652
-0.17028846153846156,0.90009615384615393,2.1764513166220931
-0.1216346153846154,0.90009615384615393,2.1752756470339785
-0.072980769230769238,0.90009615384615393,2.1745156257582869
-0.024326923076923079,0.90009615384615393,2.174142716196434
0.024326923076923079,0.90009615384615393,2.174142716196434
0.072980769230769238,0.90009615384615393,2.1745156257582869
0.1216346153846154,0.90009615384615393,2.1752756470339785
0.17028846153846156,0.90009615384615393,2.1764513166220931
0.21894230769230771,0.90009615384615393,2.1780857691917652
0.26759615384615387,0.90009615384615393,2.1802371284831166
0.31625000000000003,0.90009615384615393,2.1829790143798924
0.36490384615384619,0.90009615384615393,2.1864011401524976
0.41355769230769235,0.90009615384615393,2.1906099483424111
0.46221153846153851,0.90009615384615393,2.1957291926736318
0.51086538461538467,0.90009615384615393,2.2019003125003556
0.55951923076923082,0.90009615384615393,2.2092823628002032
0.60817307692307698,0.90009615384615393,2.2180511598575756
0.65682692307692314,0.90009615384615393,2.2283971953703898
0.7054807692307693,0.90009615384615393,2.2405217950000473
0.75413461538461546,0.90009615384615393,2.2546310130674474
0.80278846153846162,0.90009615384615393,2.2709269459278532
0.85144230769230778,0.90009615384615393,2.2895965866936026
0.90009615384615393,0.90009615384615393,2.3107990353272316
0.94875000000000009,0.90009615384615393,2.3346526762564341
-0.94875000000000009,0.94875000000000009,2.3606098735559908
-0.90009615384615393,0.94875000000000009,2.3346526762567983
-0.85144230769230778,0.94875000000000009,2.3112998601609536
-0.80278846153846162,0.94875000000000009,2.2904804924387059
-0.75413461538461546,0.94875000000000009,2.272078293471913
-0.7054807692307693,0.94875000000000009,2.2559416380816253
-0.65682692307692314,0.94875000000000009,2.2418952161935191
-0.60817307692307698,0.94875000000000009,2.2297514960225411
-0.55951923076923082,0.94875000000000009,2.2193206586403962
-0.51086538461538467,0.94875000000000009,2.2104183440507796
-0.46221153846153851,0.94875000000000009,2.2028711217546104
-0.41355769230769235,0.94875000000000009,2.1965199634678827
-0.36490384615384619,0.94875000000000009,2.1912221561101699
-0.31625000000000003,0.94875000000000009,2.1868521090922002
-0.26759615384615387,0.94875000000000009,2.1833014481853215
-0.21894230769230771,0.94875000000000009,2.1804786991607426
-0.17028846153846156,0.94875000000000009,2.1783087775325543
-0.1216346153846154,0.94875000000000009,2.1767324290714947
-0.072980769230769238,0.94875000000000009,2.1757057125032606
-0.024326923076923079,0.94875000000000009,2.175199578976525
0.024326923076923079,0.94875000000000009,2.175199578976525
0.072980769230769238,0.94875000000000009,2.1757057125032606
0.1216346153846154,0.94875000000000009,2.1767324290714947
0.17028846153846156,0.94875000000000009,2.1783087775325543
0.21894230769230771,0.94875000000000009,2.1804786991607426
0.26759615384615387,0.94875000000000009,2.1833014481853215
0.31625000000000003,0.94875000000000009,2.1868521090922002
0.36490384615384619,0.94875000000000009,2.1912221561101699
0.41355769230769235,0.94875000000000009,2.1965199634678827
0.46221153846153851,0.94875000000000009,2.2028711217546104
0.51086538461538467,0.94875000000000009,2.2104183440507796
0.55951923076923082,0.94875000000000009,2.2193206586403962
0.60817307692307698,0.94875000000000009,2.2297514960225411
0.65682692307692314,0.94875000000000009,2.2418952161935191
0.7054807692307693,0.94875000000000009,2.2559416380816253
0.75413461538461546,0.94875000000000009,2.272078293471913
0.80278846153846162,0.94875000000000009,2.2904804924387059
0.85144230769230778,0.94875000000000009,2.3112998601609536
0.90009615384615393,0.94875000000000009,2.3346526762567983
0.94875000000000009,0.94875000000000009,2.3606098735559908
